family_id,area_id,house_number,house_type,has_toilet,socio_economic_category
49,49,H-49,PUCCA,True,MIDDLE
50,50,H-50,PUCCA,False,HIGH
51,51,H-51,PUCCA,True,MIDDLE
52,52,H-52,PUCCA,True,HIGH
53,53,H-53,PUCCA,True,MIDDLE
54,54,H-54,PUCCA,True,MIDDLE
55,55,H-55,SEMI_PUCCA,True,HIGH
56,56,H-56,SEMI_PUCCA,True,MIDDLE
57,57,H-57,PUCCA,True,MIDDLE
58,58,H-58,PUCCA,True,LOW
59,59,H-59,PUCCA,True,LOW
60,60,H-60,SEMI_PUCCA,True,HIGH
61,61,H-61,PUCCA,True,MIDDLE
62,62,H-62,KUTCHA,False,MIDDLE
63,63,H-63,PUCCA,True,HIGH
64,64,H-64,SEMI_PUCCA,True,MIDDLE
65,65,H-65,SEMI_PUCCA,True,MIDDLE
66,66,H-66,SEMI_PUCCA,False,MIDDLE
67,67,H-67,KUTCHA,True,MIDDLE
68,68,H-68,PUCCA,True,MIDDLE
69,69,H-69,PUCCA,True,HIGH
70,70,H-70,PUCCA,True,MIDDLE
71,71,H-71,PUCCA,True,MIDDLE
72,72,H-72,PUCCA,True,MIDDLE
73,73,H-73,SEMI_PUCCA,True,HIGH
74,74,H-74,PUCCA,True,MIDDLE
75,75,H-75,PUCCA,False,MIDDLE
76,76,H-76,PUCCA,True,MIDDLE
77,77,H-77,PUCCA,False,LOW
78,78,H-78,PUCCA,True,MIDDLE
79,79,H-79,PUCCA,True,LOW
80,80,H-80,SEMI_PUCCA,True,HIGH
81,81,H-81,KUTCHA,True,MIDDLE
82,82,H-82,KUTCHA,True,MIDDLE
83,83,H-83,PUCCA,True,LOW
84,84,H-84,SEMI_PUCCA,True,LOW
85,85,H-85,PUCCA,True,MIDDLE
86,86,H-86,PUCCA,True,LOW
87,87,H-87,SEMI_PUCCA,True,LOW
88,88,H-88,PUCCA,True,LOW
89,89,H-89,PUCCA,True,LOW
90,90,H-90,KUTCHA,True,LOW
91,91,H-91,SEMI_PUCCA,False,HIGH
92,92,H-92,SEMI_PUCCA,True,LOW
93,93,H-93,PUCCA,True,MIDDLE
94,94,H-94,PUCCA,True,MIDDLE
95,95,H-95,PUCCA,True,LOW
96,96,H-96,PUCCA,True,MIDDLE
97,97,H-97,PUCCA,False,MIDDLE
98,98,H-98,PUCCA,True,MIDDLE
99,99,H-99,PUCCA,True,MIDDLE
100,100,H-100,PUCCA,True,MIDDLE
101,101,H-101,SEMI_PUCCA,False,MIDDLE
102,102,H-102,PUCCA,False,MIDDLE
103,103,H-103,PUCCA,True,LOW
104,104,H-104,PUCCA,True,MIDDLE
105,105,H-105,SEMI_PUCCA,True,LOW
106,106,H-106,SEMI_PUCCA,True,LOW
107,107,H-107,PUCCA,True,HIGH
108,108,H-108,SEMI_PUCCA,True,MIDDLE
109,109,H-109,KUTCHA,True,LOW
110,110,H-110,PUCCA,True,HIGH
111,111,H-111,SEMI_PUCCA,True,HIGH
112,112,H-112,KUTCHA,True,MIDDLE
113,113,H-113,PUCCA,True,HIGH
114,114,H-114,SEMI_PUCCA,True,MIDDLE
115,115,H-115,PUCCA,True,MIDDLE
116,116,H-116,SEMI_PUCCA,False,MIDDLE
117,117,H-117,SEMI_PUCCA,True,HIGH
118,118,H-118,KUTCHA,True,MIDDLE
119,119,H-119,PUCCA,True,MIDDLE
120,120,H-120,PUCCA,True,LOW
121,121,H-121,SEMI_PUCCA,True,MIDDLE
122,122,H-122,SEMI_PUCCA,True,LOW
123,123,H-123,PUCCA,True,MIDDLE
124,124,H-124,SEMI_PUCCA,True,MIDDLE
125,125,H-125,KUTCHA,True,HIGH
126,126,H-126,PUCCA,True,MIDDLE
127,127,H-127,KUTCHA,True,MIDDLE
128,128,H-128,PUCCA,True,LOW
129,129,H-129,SEMI_PUCCA,False,LOW
130,130,H-130,SEMI_PUCCA,True,MIDDLE
131,131,H-131,PUCCA,True,HIGH
132,132,H-132,PUCCA,True,MIDDLE
133,133,H-133,KUTCHA,True,LOW
134,134,H-134,SEMI_PUCCA,True,MIDDLE
135,135,H-135,SEMI_PUCCA,True,MIDDLE
136,136,H-136,PUCCA,True,HIGH
137,137,H-137,PUCCA,True,MIDDLE
138,138,H-138,KUTCHA,True,MIDDLE
139,139,H-139,PUCCA,False,MIDDLE
140,140,H-140,PUCCA,True,MIDDLE
141,141,H-141,SEMI_PUCCA,True,MIDDLE
142,142,H-142,KUTCHA,True,HIGH
143,143,H-143,PUCCA,True,LOW
144,144,H-144,PUCCA,False,MIDDLE
145,145,H-145,PUCCA,False,MIDDLE
146,146,H-146,PUCCA,True,MIDDLE
147,147,H-147,SEMI_PUCCA,True,MIDDLE
148,148,H-148,PUCCA,True,MIDDLE
149,149,H-149,PUCCA,False,MIDDLE
150,150,H-150,PUCCA,True,HIGH
151,151,H-151,SEMI_PUCCA,True,MIDDLE
152,152,H-152,PUCCA,True,MIDDLE
153,153,H-153,PUCCA,True,LOW
154,154,H-154,SEMI_PUCCA,True,MIDDLE
155,155,H-155,PUCCA,True,MIDDLE
156,156,H-156,KUTCHA,True,LOW
157,157,H-157,PUCCA,False,MIDDLE
158,158,H-158,SEMI_PUCCA,True,MIDDLE
159,159,H-159,SEMI_PUCCA,True,HIGH
160,160,H-160,SEMI_PUCCA,True,MIDDLE
161,161,H-161,PUCCA,True,LOW
162,162,H-162,PUCCA,True,HIGH
163,163,H-163,PUCCA,True,MIDDLE
164,164,H-164,SEMI_PUCCA,True,MIDDLE
165,165,H-165,PUCCA,True,LOW
166,166,H-166,SEMI_PUCCA,True,MIDDLE
167,167,H-167,PUCCA,True,MIDDLE
168,168,H-168,PUCCA,True,LOW
169,169,H-169,PUCCA,False,LOW
170,170,H-170,PUCCA,True,MIDDLE
171,171,H-171,PUCCA,True,LOW
172,172,H-172,SEMI_PUCCA,True,MIDDLE
173,173,H-173,PUCCA,True,LOW
174,174,H-174,PUCCA,True,MIDDLE
175,175,H-175,PUCCA,True,MIDDLE
176,176,H-176,PUCCA,True,LOW
177,177,H-177,KUTCHA,True,MIDDLE
178,178,H-178,PUCCA,True,HIGH
179,179,H-179,KUTCHA,True,MIDDLE
180,180,H-180,PUCCA,True,MIDDLE
181,181,H-181,PUCCA,True,MIDDLE
182,182,H-182,KUTCHA,True,MIDDLE
183,183,H-183,PUCCA,True,MIDDLE
184,184,H-184,KUTCHA,True,MIDDLE
185,185,H-185,SEMI_PUCCA,True,MIDDLE
186,186,H-186,SEMI_PUCCA,True,MIDDLE
187,187,H-187,KUTCHA,True,MIDDLE
188,188,H-188,SEMI_PUCCA,True,MIDDLE
189,189,H-189,PUCCA,True,HIGH
190,190,H-190,PUCCA,True,HIGH
191,191,H-191,SEMI_PUCCA,True,LOW
192,192,H-192,PUCCA,True,HIGH
193,193,H-193,PUCCA,True,LOW
194,194,H-194,PUCCA,True,MIDDLE
195,195,H-195,PUCCA,True,HIGH
196,196,H-196,SEMI_PUCCA,True,MIDDLE
197,197,H-197,SEMI_PUCCA,True,HIGH
198,198,H-198,PUCCA,True,MIDDLE
199,199,H-199,SEMI_PUCCA,True,MIDDLE
200,200,H-200,PUCCA,True,MIDDLE
201,201,H-201,SEMI_PUCCA,True,MIDDLE
202,202,H-202,SEMI_PUCCA,True,MIDDLE
203,203,H-203,PUCCA,True,LOW
204,204,H-204,SEMI_PUCCA,True,MIDDLE
205,205,H-205,PUCCA,False,LOW
206,206,H-206,PUCCA,False,LOW
207,207,H-207,PUCCA,True,LOW
208,208,H-208,SEMI_PUCCA,True,MIDDLE
209,209,H-209,PUCCA,True,MIDDLE
210,210,H-210,SEMI_PUCCA,True,MIDDLE
211,211,H-211,PUCCA,True,MIDDLE
212,212,H-212,SEMI_PUCCA,True,HIGH
213,213,H-213,SEMI_PUCCA,True,MIDDLE
214,214,H-214,SEMI_PUCCA,True,MIDDLE
215,215,H-215,PUCCA,True,LOW
216,216,H-216,KUTCHA,False,MIDDLE
217,217,H-217,PUCCA,True,MIDDLE
218,218,H-218,SEMI_PUCCA,True,MIDDLE
219,219,H-219,SEMI_PUCCA,True,HIGH
220,220,H-220,PUCCA,False,MIDDLE
221,221,H-221,PUCCA,True,MIDDLE
222,222,H-222,PUCCA,True,LOW
223,223,H-223,SEMI_PUCCA,True,MIDDLE
224,224,H-224,PUCCA,True,MIDDLE
225,225,H-225,KUTCHA,True,MIDDLE
226,226,H-226,PUCCA,True,MIDDLE
227,227,H-227,PUCCA,True,MIDDLE
228,228,H-228,SEMI_PUCCA,True,MIDDLE
229,229,H-229,SEMI_PUCCA,False,LOW
230,230,H-230,KUTCHA,True,LOW
231,231,H-231,SEMI_PUCCA,True,HIGH
232,232,H-232,PUCCA,True,MIDDLE
233,233,H-233,PUCCA,True,MIDDLE
234,234,H-234,PUCCA,True,LOW
235,235,H-235,PUCCA,True,MIDDLE
236,236,H-236,KUTCHA,False,MIDDLE
237,237,H-237,PUCCA,True,LOW
238,238,H-238,SEMI_PUCCA,False,MIDDLE
239,239,H-239,KUTCHA,True,MIDDLE
240,240,H-240,PUCCA,True,HIGH
241,241,H-241,SEMI_PUCCA,True,MIDDLE
242,242,H-242,SEMI_PUCCA,True,HIGH
243,243,H-243,SEMI_PUCCA,True,MIDDLE
244,244,H-244,SEMI_PUCCA,True,HIGH
245,245,H-245,PUCCA,False,LOW
246,246,H-246,PUCCA,True,MIDDLE
247,247,H-247,KUTCHA,True,LOW
248,248,H-248,PUCCA,True,MIDDLE
249,249,H-249,SEMI_PUCCA,True,MIDDLE
250,250,H-250,PUCCA,True,MIDDLE
251,251,H-251,KUTCHA,True,MIDDLE
252,252,H-252,PUCCA,True,LOW
253,253,H-253,PUCCA,True,MIDDLE
254,254,H-254,PUCCA,True,MIDDLE
255,255,H-255,PUCCA,False,MIDDLE
256,256,H-256,PUCCA,True,LOW
257,257,H-257,SEMI_PUCCA,False,MIDDLE
258,258,H-258,KUTCHA,True,MIDDLE
259,259,H-259,PUCCA,True,LOW
260,260,H-260,KUTCHA,True,LOW
261,261,H-261,PUCCA,True,MIDDLE
262,262,H-262,PUCCA,False,LOW
263,263,H-263,PUCCA,True,HIGH
264,264,H-264,PUCCA,True,MIDDLE
265,265,H-265,KUTCHA,True,MIDDLE
266,266,H-266,SEMI_PUCCA,True,LOW
267,267,H-267,SEMI_PUCCA,True,MIDDLE
268,268,H-268,SEMI_PUCCA,True,MIDDLE
269,269,H-269,PUCCA,True,MIDDLE
270,270,H-270,PUCCA,False,MIDDLE
271,271,H-271,PUCCA,True,MIDDLE
272,272,H-272,PUCCA,True,LOW
273,273,H-273,PUCCA,True,LOW
274,274,H-274,PUCCA,True,MIDDLE
275,275,H-275,PUCCA,True,MIDDLE
276,276,H-276,PUCCA,False,MIDDLE
277,277,H-277,PUCCA,True,LOW
278,278,H-278,PUCCA,False,MIDDLE
279,279,H-279,SEMI_PUCCA,False,LOW
280,280,H-280,SEMI_PUCCA,True,MIDDLE
281,281,H-281,KUTCHA,True,MIDDLE
282,282,H-282,KUTCHA,True,MIDDLE
283,283,H-283,SEMI_PUCCA,True,MIDDLE
284,284,H-284,SEMI_PUCCA,True,MIDDLE
285,285,H-285,PUCCA,True,LOW
286,286,H-286,PUCCA,True,MIDDLE
287,287,H-287,SEMI_PUCCA,True,MIDDLE
288,288,H-288,PUCCA,True,LOW
289,289,H-289,PUCCA,True,LOW
290,290,H-290,SEMI_PUCCA,True,MIDDLE
291,291,H-291,PUCCA,True,MIDDLE
292,292,H-292,PUCCA,True,MIDDLE
293,293,H-293,SEMI_PUCCA,True,LOW
294,294,H-294,PUCCA,True,MIDDLE
295,295,H-295,PUCCA,True,MIDDLE
296,296,H-296,PUCCA,True,MIDDLE
297,297,H-297,KUTCHA,True,MIDDLE
298,298,H-298,KUTCHA,True,MIDDLE
299,299,H-299,SEMI_PUCCA,True,MIDDLE
300,300,H-300,SEMI_PUCCA,False,HIGH
301,301,H-301,PUCCA,False,LOW
302,302,H-302,SEMI_PUCCA,True,MIDDLE
303,303,H-303,PUCCA,False,MIDDLE
304,304,H-304,PUCCA,True,MIDDLE
305,305,H-305,PUCCA,True,LOW
306,306,H-306,KUTCHA,True,MIDDLE
307,307,H-307,KUTCHA,True,MIDDLE
308,308,H-308,PUCCA,True,MIDDLE
309,309,H-309,PUCCA,True,MIDDLE
310,310,H-310,PUCCA,True,MIDDLE
311,311,H-311,PUCCA,True,HIGH
312,312,H-312,PUCCA,True,LOW
313,313,H-313,PUCCA,True,MIDDLE
314,314,H-314,SEMI_PUCCA,True,HIGH
315,315,H-315,SEMI_PUCCA,True,MIDDLE
316,316,H-316,PUCCA,True,MIDDLE
317,317,H-317,PUCCA,True,MIDDLE
318,318,H-318,PUCCA,True,MIDDLE
319,319,H-319,KUTCHA,True,MIDDLE
320,320,H-320,SEMI_PUCCA,True,LOW
321,321,H-321,PUCCA,True,MIDDLE
322,322,H-322,KUTCHA,True,MIDDLE
323,323,H-323,SEMI_PUCCA,True,HIGH
324,324,H-324,SEMI_PUCCA,False,HIGH
325,325,H-325,PUCCA,False,MIDDLE
326,326,H-326,KUTCHA,True,MIDDLE
327,327,H-327,PUCCA,True,MIDDLE
328,328,H-328,KUTCHA,True,MIDDLE
329,329,H-329,PUCCA,True,MIDDLE
330,330,H-330,PUCCA,True,LOW
331,331,H-331,SEMI_PUCCA,True,LOW
332,332,H-332,SEMI_PUCCA,True,MIDDLE
333,333,H-333,PUCCA,False,MIDDLE
334,334,H-334,SEMI_PUCCA,True,MIDDLE
335,335,H-335,PUCCA,True,HIGH
336,336,H-336,PUCCA,False,MIDDLE
337,337,H-337,SEMI_PUCCA,True,LOW
338,338,H-338,PUCCA,True,MIDDLE
339,339,H-339,SEMI_PUCCA,True,HIGH
340,340,H-340,PUCCA,True,LOW
341,341,H-341,PUCCA,True,LOW
342,342,H-342,PUCCA,True,MIDDLE
343,343,H-343,SEMI_PUCCA,False,LOW
344,344,H-344,SEMI_PUCCA,True,MIDDLE
345,345,H-345,KUTCHA,False,MIDDLE
346,346,H-346,SEMI_PUCCA,True,LOW
347,347,H-347,KUTCHA,True,LOW
348,348,H-348,SEMI_PUCCA,True,MIDDLE
349,349,H-349,KUTCHA,True,MIDDLE
350,350,H-350,PUCCA,True,MIDDLE
351,351,H-351,PUCCA,True,MIDDLE
352,352,H-352,PUCCA,True,HIGH
353,353,H-353,PUCCA,True,MIDDLE
354,354,H-354,PUCCA,False,LOW
355,355,H-355,SEMI_PUCCA,True,MIDDLE
356,356,H-356,PUCCA,False,MIDDLE
357,357,H-357,KUTCHA,True,MIDDLE
358,358,H-358,KUTCHA,True,MIDDLE
359,359,H-359,PUCCA,False,MIDDLE
360,360,H-360,PUCCA,False,MIDDLE
361,361,H-361,PUCCA,True,LOW
362,362,H-362,PUCCA,True,LOW
363,363,H-363,PUCCA,True,LOW
364,364,H-364,PUCCA,True,MIDDLE
365,365,H-365,SEMI_PUCCA,False,MIDDLE
366,366,H-366,KUTCHA,True,MIDDLE
367,367,H-367,SEMI_PUCCA,False,LOW
368,368,H-368,SEMI_PUCCA,True,MIDDLE
369,369,H-369,SEMI_PUCCA,False,HIGH
370,370,H-370,SEMI_PUCCA,True,MIDDLE
371,371,H-371,KUTCHA,True,LOW
372,372,H-372,SEMI_PUCCA,True,MIDDLE
373,373,H-373,PUCCA,True,LOW
374,374,H-374,SEMI_PUCCA,True,LOW
375,375,H-375,SEMI_PUCCA,True,MIDDLE
376,376,H-376,PUCCA,True,MIDDLE
377,377,H-377,SEMI_PUCCA,True,LOW
378,378,H-378,KUTCHA,True,MIDDLE
379,379,H-379,PUCCA,False,HIGH
380,380,H-380,PUCCA,True,MIDDLE
381,381,H-381,SEMI_PUCCA,True,LOW
382,382,H-382,PUCCA,True,MIDDLE
383,383,H-383,KUTCHA,True,MIDDLE
384,384,H-384,PUCCA,True,MIDDLE
385,385,H-385,PUCCA,True,MIDDLE
386,386,H-386,PUCCA,True,LOW
387,387,H-387,SEMI_PUCCA,True,LOW
388,388,H-388,PUCCA,True,MIDDLE
389,389,H-389,PUCCA,True,HIGH
390,390,H-390,PUCCA,False,MIDDLE
391,391,H-391,KUTCHA,True,MIDDLE
392,392,H-392,PUCCA,False,MIDDLE
393,393,H-393,PUCCA,True,MIDDLE
394,394,H-394,PUCCA,True,MIDDLE
395,395,H-395,KUTCHA,False,MIDDLE
396,396,H-396,PUCCA,False,MIDDLE
397,397,H-397,SEMI_PUCCA,True,LOW
398,398,H-398,SEMI_PUCCA,True,MIDDLE
399,399,H-399,PUCCA,True,MIDDLE
400,400,H-400,SEMI_PUCCA,True,LOW
401,401,H-401,SEMI_PUCCA,False,LOW
402,402,H-402,PUCCA,False,MIDDLE
403,403,H-403,PUCCA,True,MIDDLE
404,404,H-404,PUCCA,True,HIGH
405,405,H-405,PUCCA,True,LOW
406,406,H-406,SEMI_PUCCA,True,LOW
407,407,H-407,PUCCA,True,MIDDLE
408,408,H-408,SEMI_PUCCA,True,MIDDLE
409,409,H-409,PUCCA,True,MIDDLE
410,410,H-410,PUCCA,True,MIDDLE
411,411,H-411,PUCCA,True,MIDDLE
412,412,H-412,PUCCA,True,MIDDLE
413,413,H-413,PUCCA,True,MIDDLE
414,414,H-414,PUCCA,True,MIDDLE
415,415,H-415,KUTCHA,True,MIDDLE
416,416,H-416,PUCCA,True,MIDDLE
417,417,H-417,PUCCA,True,LOW
418,418,H-418,PUCCA,False,LOW
419,419,H-419,PUCCA,False,MIDDLE
420,420,H-420,PUCCA,True,MIDDLE
421,421,H-421,PUCCA,True,MIDDLE
422,422,H-422,PUCCA,True,HIGH
423,423,H-423,SEMI_PUCCA,True,MIDDLE
424,424,H-424,SEMI_PUCCA,True,MIDDLE
425,425,H-425,PUCCA,True,MIDDLE
426,426,H-426,KUTCHA,True,MIDDLE
427,427,H-427,KUTCHA,True,LOW
428,428,H-428,PUCCA,True,MIDDLE
429,429,H-429,PUCCA,True,MIDDLE
430,430,H-430,SEMI_PUCCA,True,MIDDLE
431,431,H-431,SEMI_PUCCA,True,LOW
432,432,H-432,KUTCHA,True,MIDDLE
433,433,H-433,SEMI_PUCCA,True,MIDDLE
434,434,H-434,PUCCA,False,MIDDLE
435,435,H-435,KUTCHA,True,MIDDLE
436,436,H-436,SEMI_PUCCA,False,MIDDLE
437,437,H-437,PUCCA,True,MIDDLE
438,438,H-438,SEMI_PUCCA,True,MIDDLE
439,439,H-439,SEMI_PUCCA,True,MIDDLE
440,440,H-440,PUCCA,True,MIDDLE
441,441,H-441,SEMI_PUCCA,False,MIDDLE
442,442,H-442,PUCCA,True,MIDDLE
443,443,H-443,SEMI_PUCCA,True,LOW
444,444,H-444,PUCCA,True,MIDDLE
445,445,H-445,SEMI_PUCCA,True,MIDDLE
446,446,H-446,PUCCA,True,MIDDLE
447,447,H-447,SEMI_PUCCA,True,MIDDLE
448,448,H-448,PUCCA,True,MIDDLE
449,449,H-449,KUTCHA,True,LOW
450,450,H-450,KUTCHA,True,MIDDLE
451,451,H-451,PUCCA,True,MIDDLE
452,452,H-452,SEMI_PUCCA,True,MIDDLE
453,453,H-453,SEMI_PUCCA,True,MIDDLE
454,454,H-454,PUCCA,False,LOW
455,455,H-455,PUCCA,True,LOW
456,456,H-456,PUCCA,True,LOW
457,457,H-457,SEMI_PUCCA,True,HIGH
458,458,H-458,SEMI_PUCCA,True,MIDDLE
459,459,H-459,PUCCA,True,LOW
460,460,H-460,SEMI_PUCCA,True,HIGH
461,461,H-461,KUTCHA,True,MIDDLE
462,462,H-462,SEMI_PUCCA,True,MIDDLE
463,463,H-463,PUCCA,True,MIDDLE
464,464,H-464,SEMI_PUCCA,True,MIDDLE
465,465,H-465,PUCCA,False,LOW
466,466,H-466,PUCCA,True,MIDDLE
467,467,H-467,KUTCHA,True,MIDDLE
468,468,H-468,PUCCA,True,LOW
469,469,H-469,PUCCA,True,LOW
470,470,H-470,KUTCHA,True,MIDDLE
471,471,H-471,PUCCA,True,HIGH
472,472,H-472,PUCCA,True,HIGH
473,473,H-473,SEMI_PUCCA,True,MIDDLE
474,474,H-474,PUCCA,False,MIDDLE
475,475,H-475,PUCCA,False,MIDDLE
476,476,H-476,PUCCA,True,MIDDLE
477,477,H-477,KUTCHA,True,LOW
478,478,H-478,SEMI_PUCCA,True,HIGH
479,479,H-479,PUCCA,True,LOW
480,480,H-480,SEMI_PUCCA,True,MIDDLE
481,481,H-481,SEMI_PUCCA,True,MIDDLE
482,482,H-482,PUCCA,True,MIDDLE
483,483,H-483,PUCCA,True,LOW
484,484,H-484,SEMI_PUCCA,False,HIGH
485,485,H-485,PUCCA,True,HIGH
486,486,H-486,PUCCA,True,MIDDLE
487,487,H-487,SEMI_PUCCA,True,HIGH
488,488,H-488,KUTCHA,True,MIDDLE
489,489,H-489,KUTCHA,True,LOW
490,490,H-490,PUCCA,True,MIDDLE
491,491,H-491,PUCCA,True,LOW
492,492,H-492,PUCCA,True,MIDDLE
493,493,H-493,PUCCA,True,LOW
494,494,H-494,PUCCA,True,MIDDLE
495,495,H-495,SEMI_PUCCA,False,MIDDLE
496,496,H-496,PUCCA,True,MIDDLE
497,497,H-497,KUTCHA,True,MIDDLE
498,498,H-498,PUCCA,True,MIDDLE
499,499,H-499,PUCCA,True,HIGH
500,500,H-500,PUCCA,True,MIDDLE
501,1,H-501,SEMI_PUCCA,False,MIDDLE
502,2,H-502,KUTCHA,True,LOW
503,3,H-503,PUCCA,False,MIDDLE
504,4,H-504,PUCCA,True,LOW
505,5,H-505,PUCCA,True,LOW
506,6,H-506,PUCCA,True,MIDDLE
507,7,H-507,PUCCA,False,LOW
508,8,H-508,KUTCHA,True,LOW
509,9,H-509,PUCCA,True,MIDDLE
510,10,H-510,PUCCA,True,MIDDLE
511,11,H-511,PUCCA,True,MIDDLE
512,12,H-512,KUTCHA,True,MIDDLE
513,13,H-513,KUTCHA,True,MIDDLE
514,14,H-514,SEMI_PUCCA,False,MIDDLE
515,15,H-515,SEMI_PUCCA,True,MIDDLE
516,16,H-516,PUCCA,True,MIDDLE
517,17,H-517,SEMI_PUCCA,False,MIDDLE
518,18,H-518,PUCCA,True,MIDDLE
519,19,H-519,KUTCHA,False,MIDDLE
520,20,H-520,PUCCA,True,MIDDLE
521,21,H-521,PUCCA,True,MIDDLE
522,22,H-522,SEMI_PUCCA,True,LOW
523,23,H-523,PUCCA,True,HIGH
524,24,H-524,KUTCHA,False,MIDDLE
525,25,H-525,SEMI_PUCCA,True,LOW
526,26,H-526,SEMI_PUCCA,True,HIGH
527,27,H-527,PUCCA,True,LOW
528,28,H-528,SEMI_PUCCA,True,MIDDLE
529,29,H-529,PUCCA,True,MIDDLE
530,30,H-530,SEMI_PUCCA,True,MIDDLE
531,31,H-531,KUTCHA,False,MIDDLE
532,32,H-532,PUCCA,True,MIDDLE
533,33,H-533,PUCCA,False,HIGH
534,34,H-534,SEMI_PUCCA,True,MIDDLE
535,35,H-535,SEMI_PUCCA,True,MIDDLE
536,36,H-536,SEMI_PUCCA,False,MIDDLE
537,37,H-537,PUCCA,True,HIGH
538,38,H-538,SEMI_PUCCA,False,MIDDLE
539,39,H-539,PUCCA,True,MIDDLE
540,40,H-540,PUCCA,True,HIGH
541,41,H-541,SEMI_PUCCA,True,MIDDLE
542,42,H-542,PUCCA,True,MIDDLE
543,43,H-543,PUCCA,True,MIDDLE
544,44,H-544,KUTCHA,True,HIGH
545,45,H-545,PUCCA,True,MIDDLE
546,46,H-546,SEMI_PUCCA,True,MIDDLE
547,47,H-547,PUCCA,True,LOW
548,48,H-548,PUCCA,True,HIGH
549,49,H-549,SEMI_PUCCA,True,HIGH
550,50,H-550,PUCCA,True,MIDDLE
551,51,H-551,SEMI_PUCCA,False,LOW
552,52,H-552,SEMI_PUCCA,True,MIDDLE
553,53,H-553,PUCCA,True,MIDDLE
554,54,H-554,KUTCHA,True,HIGH
555,55,H-555,PUCCA,True,LOW
556,56,H-556,PUCCA,True,LOW
557,57,H-557,PUCCA,True,MIDDLE
558,58,H-558,KUTCHA,True,LOW
559,59,H-559,PUCCA,True,LOW
560,60,H-560,PUCCA,False,MIDDLE
561,61,H-561,PUCCA,True,LOW
562,62,H-562,PUCCA,True,MIDDLE
563,63,H-563,SEMI_PUCCA,True,LOW
564,64,H-564,PUCCA,False,LOW
565,65,H-565,PUCCA,True,MIDDLE
566,66,H-566,KUTCHA,False,MIDDLE
567,67,H-567,PUCCA,True,HIGH
568,68,H-568,SEMI_PUCCA,True,LOW
569,69,H-569,KUTCHA,True,MIDDLE
570,70,H-570,PUCCA,True,MIDDLE
571,71,H-571,KUTCHA,True,MIDDLE
572,72,H-572,SEMI_PUCCA,True,LOW
573,73,H-573,PUCCA,True,HIGH
574,74,H-574,PUCCA,True,LOW
575,75,H-575,SEMI_PUCCA,True,MIDDLE
576,76,H-576,PUCCA,False,MIDDLE
577,77,H-577,PUCCA,True,LOW
578,78,H-578,SEMI_PUCCA,False,MIDDLE
579,79,H-579,PUCCA,True,LOW
580,80,H-580,PUCCA,True,HIGH
581,81,H-581,PUCCA,True,MIDDLE
582,82,H-582,PUCCA,False,MIDDLE
583,83,H-583,SEMI_PUCCA,True,MIDDLE
584,84,H-584,PUCCA,False,LOW
585,85,H-585,PUCCA,True,MIDDLE
586,86,H-586,PUCCA,True,LOW
587,87,H-587,KUTCHA,True,MIDDLE
588,88,H-588,KUTCHA,True,MIDDLE
589,89,H-589,SEMI_PUCCA,True,HIGH
