family_id,area_id,house_number,house_type,has_toilet,socio_economic_category
166,166,H-166,SEMI_PUCCA,t,MIDDLE
167,167,H-167,PUCCA,t,MIDDLE
168,168,H-168,PUCCA,t,LOW
169,169,H-169,PUCCA,f,LOW
170,170,H-170,PUCCA,t,MIDDLE
171,171,H-171,PUCCA,t,LOW
172,172,H-172,SEMI_PUCCA,t,MIDDLE
173,173,H-173,PUCCA,t,LOW
174,174,H-174,PUCCA,t,MIDDLE
175,175,H-175,PUCCA,t,MIDDLE
176,176,H-176,PUCCA,t,LOW
177,177,H-177,KUTCHA,t,MIDDLE
178,178,H-178,PUCCA,t,HIGH
179,179,H-179,KUTCHA,t,MIDDLE
180,180,H-180,PUCCA,t,MIDDLE
181,181,H-181,PUCCA,t,MIDDLE
182,182,H-182,KUTCHA,t,MIDDLE
183,183,H-183,PUCCA,t,MIDDLE
184,184,H-184,KUTCHA,t,MIDDLE
185,185,H-185,SEMI_PUCCA,t,MIDDLE
186,186,H-186,SEMI_PUCCA,t,MIDDLE
187,187,H-187,KUTCHA,t,MIDDLE
188,188,H-188,SEMI_PUCCA,t,MIDDLE
189,189,H-189,PUCCA,t,HIGH
190,190,H-190,PUCCA,t,HIGH
191,191,H-191,SEMI_PUCCA,t,LOW
192,192,H-192,PUCCA,t,HIGH
193,193,H-193,PUCCA,t,LOW
194,194,H-194,PUCCA,t,MIDDLE
195,195,H-195,PUCCA,t,HIGH
196,196,H-196,SEMI_PUCCA,t,MIDDLE
197,197,H-197,SEMI_PUCCA,t,HIGH
198,198,H-198,PUCCA,t,MIDDLE
199,199,H-199,SEMI_PUCCA,t,MIDDLE
200,200,H-200,PUCCA,t,MIDDLE
201,201,H-201,SEMI_PUCCA,t,MIDDLE
202,202,H-202,SEMI_PUCCA,t,MIDDLE
203,203,H-203,PUCCA,t,LOW
204,204,H-204,SEMI_PUCCA,t,MIDDLE
205,205,H-205,PUCCA,f,LOW
206,206,H-206,PUCCA,f,LOW
207,207,H-207,PUCCA,t,LOW
208,208,H-208,SEMI_PUCCA,t,MIDDLE
209,209,H-209,PUCCA,t,MIDDLE
210,210,H-210,SEMI_PUCCA,t,MIDDLE
211,211,H-211,PUCCA,t,MIDDLE
212,212,H-212,SEMI_PUCCA,t,HIGH
213,213,H-213,SEMI_PUCCA,t,MIDDLE
214,214,H-214,SEMI_PUCCA,t,MIDDLE
215,215,H-215,PUCCA,t,LOW
216,216,H-216,KUTCHA,f,MIDDLE
217,217,H-217,PUCCA,t,MIDDLE
218,218,H-218,SEMI_PUCCA,t,MIDDLE
219,219,H-219,SEMI_PUCCA,t,HIGH
220,220,H-220,PUCCA,f,MIDDLE
221,221,H-221,PUCCA,t,MIDDLE
222,222,H-222,PUCCA,t,LOW
223,223,H-223,SEMI_PUCCA,t,MIDDLE
224,224,H-224,PUCCA,t,MIDDLE
225,225,H-225,KUTCHA,t,MIDDLE
226,226,H-226,PUCCA,t,MIDDLE
227,227,H-227,PUCCA,t,MIDDLE
228,228,H-228,SEMI_PUCCA,t,MIDDLE
229,229,H-229,SEMI_PUCCA,f,LOW
230,230,H-230,KUTCHA,t,LOW
231,231,H-231,SEMI_PUCCA,t,HIGH
232,232,H-232,PUCCA,t,MIDDLE
233,233,H-233,PUCCA,t,MIDDLE
234,234,H-234,PUCCA,t,LOW
235,235,H-235,PUCCA,t,MIDDLE
236,236,H-236,KUTCHA,f,MIDDLE
237,237,H-237,PUCCA,t,LOW
238,238,H-238,SEMI_PUCCA,f,MIDDLE
239,239,H-239,KUTCHA,t,MIDDLE
240,240,H-240,PUCCA,t,HIGH
241,241,H-241,SEMI_PUCCA,t,MIDDLE
242,242,H-242,SEMI_PUCCA,t,HIGH
243,243,H-243,SEMI_PUCCA,t,MIDDLE
244,244,H-244,SEMI_PUCCA,t,HIGH
245,245,H-245,PUCCA,f,LOW
246,246,H-246,PUCCA,t,MIDDLE
247,247,H-247,KUTCHA,t,LOW
248,248,H-248,PUCCA,t,MIDDLE
249,249,H-249,SEMI_PUCCA,t,MIDDLE
250,250,H-250,PUCCA,t,MIDDLE
251,251,H-251,KUTCHA,t,MIDDLE
252,252,H-252,PUCCA,t,LOW
253,253,H-253,PUCCA,t,MIDDLE
254,254,H-254,PUCCA,t,MIDDLE
255,255,H-255,PUCCA,f,MIDDLE
256,256,H-256,PUCCA,t,LOW
257,257,H-257,SEMI_PUCCA,f,MIDDLE
258,258,H-258,KUTCHA,t,MIDDLE
259,259,H-259,PUCCA,t,LOW
260,260,H-260,KUTCHA,t,LOW
261,261,H-261,PUCCA,t,MIDDLE
262,262,H-262,PUCCA,f,LOW
263,263,H-263,PUCCA,t,HIGH
264,264,H-264,PUCCA,t,MIDDLE
265,265,H-265,KUTCHA,t,MIDDLE
266,266,H-266,SEMI_PUCCA,t,LOW
267,267,H-267,SEMI_PUCCA,t,MIDDLE
268,268,H-268,SEMI_PUCCA,t,MIDDLE
269,269,H-269,PUCCA,t,MIDDLE
270,270,H-270,PUCCA,f,MIDDLE
271,271,H-271,PUCCA,t,MIDDLE
272,272,H-272,PUCCA,t,LOW
273,273,H-273,PUCCA,t,LOW
274,274,H-274,PUCCA,t,MIDDLE
275,275,H-275,PUCCA,t,MIDDLE
276,276,H-276,PUCCA,f,MIDDLE
277,277,H-277,PUCCA,t,LOW
278,278,H-278,PUCCA,f,MIDDLE
279,279,H-279,SEMI_PUCCA,f,LOW
280,280,H-280,SEMI_PUCCA,t,MIDDLE
281,281,H-281,KUTCHA,t,MIDDLE
282,282,H-282,KUTCHA,t,MIDDLE
283,283,H-283,SEMI_PUCCA,t,MIDDLE
284,284,H-284,SEMI_PUCCA,t,MIDDLE
285,285,H-285,PUCCA,t,LOW
286,286,H-286,PUCCA,t,MIDDLE
287,287,H-287,SEMI_PUCCA,t,MIDDLE
288,288,H-288,PUCCA,t,LOW
289,289,H-289,PUCCA,t,LOW
290,290,H-290,SEMI_PUCCA,t,MIDDLE
291,291,H-291,PUCCA,t,MIDDLE
292,292,H-292,PUCCA,t,MIDDLE
293,293,H-293,SEMI_PUCCA,t,LOW
294,294,H-294,PUCCA,t,MIDDLE
295,295,H-295,PUCCA,t,MIDDLE
296,296,H-296,PUCCA,t,MIDDLE
297,297,H-297,KUTCHA,t,MIDDLE
298,298,H-298,KUTCHA,t,MIDDLE
299,299,H-299,SEMI_PUCCA,t,MIDDLE
300,300,H-300,SEMI_PUCCA,f,HIGH
301,301,H-301,PUCCA,f,LOW
302,302,H-302,SEMI_PUCCA,t,MIDDLE
303,303,H-303,PUCCA,f,MIDDLE
304,304,H-304,PUCCA,t,MIDDLE
305,305,H-305,PUCCA,t,LOW
306,306,H-306,KUTCHA,t,MIDDLE
307,307,H-307,KUTCHA,t,MIDDLE
308,308,H-308,PUCCA,t,MIDDLE
309,309,H-309,PUCCA,t,MIDDLE
310,310,H-310,PUCCA,t,MIDDLE
311,311,H-311,PUCCA,t,HIGH
312,312,H-312,PUCCA,t,LOW
313,313,H-313,PUCCA,t,MIDDLE
314,314,H-314,SEMI_PUCCA,t,HIGH
315,315,H-315,SEMI_PUCCA,t,MIDDLE
316,316,H-316,PUCCA,t,MIDDLE
317,317,H-317,PUCCA,t,MIDDLE
318,318,H-318,PUCCA,t,MIDDLE
319,319,H-319,KUTCHA,t,MIDDLE
320,320,H-320,SEMI_PUCCA,t,LOW
321,321,H-321,PUCCA,t,MIDDLE
322,322,H-322,KUTCHA,t,MIDDLE
323,323,H-323,SEMI_PUCCA,t,HIGH
324,324,H-324,SEMI_PUCCA,f,HIGH
325,325,H-325,PUCCA,f,MIDDLE
326,326,H-326,KUTCHA,t,MIDDLE
327,327,H-327,PUCCA,t,MIDDLE
328,328,H-328,KUTCHA,t,MIDDLE
329,329,H-329,PUCCA,t,MIDDLE
330,330,H-330,PUCCA,t,LOW
331,331,H-331,SEMI_PUCCA,t,LOW
332,332,H-332,SEMI_PUCCA,t,MIDDLE
333,333,H-333,PUCCA,f,MIDDLE
334,334,H-334,SEMI_PUCCA,t,MIDDLE
335,335,H-335,PUCCA,t,HIGH
336,336,H-336,PUCCA,f,MIDDLE
337,337,H-337,SEMI_PUCCA,t,LOW
338,338,H-338,PUCCA,t,MIDDLE
339,339,H-339,SEMI_PUCCA,t,HIGH
340,340,H-340,PUCCA,t,LOW
341,341,H-341,PUCCA,t,LOW
342,342,H-342,PUCCA,t,MIDDLE
343,343,H-343,SEMI_PUCCA,f,LOW
344,344,H-344,SEMI_PUCCA,t,MIDDLE
345,345,H-345,KUTCHA,f,MIDDLE
346,346,H-346,SEMI_PUCCA,t,LOW
347,347,H-347,KUTCHA,t,LOW
348,348,H-348,SEMI_PUCCA,t,MIDDLE
349,349,H-349,KUTCHA,t,MIDDLE
350,350,H-350,PUCCA,t,MIDDLE
351,351,H-351,PUCCA,t,MIDDLE
352,352,H-352,PUCCA,t,HIGH
353,353,H-353,PUCCA,t,MIDDLE
354,354,H-354,PUCCA,f,LOW
355,355,H-355,SEMI_PUCCA,t,MIDDLE
356,356,H-356,PUCCA,f,MIDDLE
357,357,H-357,KUTCHA,t,MIDDLE
358,358,H-358,KUTCHA,t,MIDDLE
359,359,H-359,PUCCA,f,MIDDLE
360,360,H-360,PUCCA,f,MIDDLE
361,361,H-361,PUCCA,t,LOW
362,362,H-362,PUCCA,t,LOW
363,363,H-363,PUCCA,t,LOW
364,364,H-364,PUCCA,t,MIDDLE
365,365,H-365,SEMI_PUCCA,f,MIDDLE
366,366,H-366,KUTCHA,t,MIDDLE
367,367,H-367,SEMI_PUCCA,f,LOW
368,368,H-368,SEMI_PUCCA,t,MIDDLE
369,369,H-369,SEMI_PUCCA,f,HIGH
370,370,H-370,SEMI_PUCCA,t,MIDDLE
371,371,H-371,KUTCHA,t,LOW
372,372,H-372,SEMI_PUCCA,t,MIDDLE
373,373,H-373,PUCCA,t,LOW
374,374,H-374,SEMI_PUCCA,t,LOW
375,375,H-375,SEMI_PUCCA,t,MIDDLE
376,376,H-376,PUCCA,t,MIDDLE
377,377,H-377,SEMI_PUCCA,t,LOW
378,378,H-378,KUTCHA,t,MIDDLE
379,379,H-379,PUCCA,f,HIGH
380,380,H-380,PUCCA,t,MIDDLE
381,381,H-381,SEMI_PUCCA,t,LOW
382,382,H-382,PUCCA,t,MIDDLE
383,383,H-383,KUTCHA,t,MIDDLE
384,384,H-384,PUCCA,t,MIDDLE
385,385,H-385,PUCCA,t,MIDDLE
386,386,H-386,PUCCA,t,LOW
387,387,H-387,SEMI_PUCCA,t,LOW
388,388,H-388,PUCCA,t,MIDDLE
389,389,H-389,PUCCA,t,HIGH
390,390,H-390,PUCCA,f,MIDDLE
391,391,H-391,KUTCHA,t,MIDDLE
392,392,H-392,PUCCA,f,MIDDLE
393,393,H-393,PUCCA,t,MIDDLE
394,394,H-394,PUCCA,t,MIDDLE
395,395,H-395,KUTCHA,f,MIDDLE
396,396,H-396,PUCCA,f,MIDDLE
397,397,H-397,SEMI_PUCCA,t,LOW
398,398,H-398,SEMI_PUCCA,t,MIDDLE
399,399,H-399,PUCCA,t,MIDDLE
400,400,H-400,SEMI_PUCCA,t,LOW
401,401,H-401,SEMI_PUCCA,f,LOW
402,402,H-402,PUCCA,f,MIDDLE
403,403,H-403,PUCCA,t,MIDDLE
404,404,H-404,PUCCA,t,HIGH
405,405,H-405,PUCCA,t,LOW
406,406,H-406,SEMI_PUCCA,t,LOW
407,407,H-407,PUCCA,t,MIDDLE
408,408,H-408,SEMI_PUCCA,t,MIDDLE
409,409,H-409,PUCCA,t,MIDDLE
410,410,H-410,PUCCA,t,MIDDLE
411,411,H-411,PUCCA,t,MIDDLE
412,412,H-412,PUCCA,t,MIDDLE
413,413,H-413,PUCCA,t,MIDDLE
414,414,H-414,PUCCA,t,MIDDLE
415,415,H-415,KUTCHA,t,MIDDLE
416,416,H-416,PUCCA,t,MIDDLE
417,417,H-417,PUCCA,t,LOW
418,418,H-418,PUCCA,f,LOW
419,419,H-419,PUCCA,f,MIDDLE
420,420,H-420,PUCCA,t,MIDDLE
421,421,H-421,PUCCA,t,MIDDLE
422,422,H-422,PUCCA,t,HIGH
423,423,H-423,SEMI_PUCCA,t,MIDDLE
424,424,H-424,SEMI_PUCCA,t,MIDDLE
425,425,H-425,PUCCA,t,MIDDLE
426,426,H-426,KUTCHA,t,MIDDLE
427,427,H-427,KUTCHA,t,LOW
428,428,H-428,PUCCA,t,MIDDLE
429,429,H-429,PUCCA,t,MIDDLE
430,430,H-430,SEMI_PUCCA,t,MIDDLE
431,431,H-431,SEMI_PUCCA,t,LOW
432,432,H-432,KUTCHA,t,MIDDLE
433,433,H-433,SEMI_PUCCA,t,MIDDLE
434,434,H-434,PUCCA,f,MIDDLE
435,435,H-435,KUTCHA,t,MIDDLE
436,436,H-436,SEMI_PUCCA,f,MIDDLE
437,437,H-437,PUCCA,t,MIDDLE
438,438,H-438,SEMI_PUCCA,t,MIDDLE
439,439,H-439,SEMI_PUCCA,t,MIDDLE
440,440,H-440,PUCCA,t,MIDDLE
441,441,H-441,SEMI_PUCCA,f,MIDDLE
442,442,H-442,PUCCA,t,MIDDLE
443,443,H-443,SEMI_PUCCA,t,LOW
444,444,H-444,PUCCA,t,MIDDLE
445,445,H-445,SEMI_PUCCA,t,MIDDLE
446,446,H-446,PUCCA,t,MIDDLE
447,447,H-447,SEMI_PUCCA,t,MIDDLE
448,448,H-448,PUCCA,t,MIDDLE
449,449,H-449,KUTCHA,t,LOW
450,450,H-450,KUTCHA,t,MIDDLE
451,451,H-451,PUCCA,t,MIDDLE
452,452,H-452,SEMI_PUCCA,t,MIDDLE
453,453,H-453,SEMI_PUCCA,t,MIDDLE
454,454,H-454,PUCCA,f,LOW
455,455,H-455,PUCCA,t,LOW
456,456,H-456,PUCCA,t,LOW
457,457,H-457,SEMI_PUCCA,t,HIGH
458,458,H-458,SEMI_PUCCA,t,MIDDLE
459,459,H-459,PUCCA,t,LOW
460,460,H-460,SEMI_PUCCA,t,HIGH
461,461,H-461,KUTCHA,t,MIDDLE
462,462,H-462,SEMI_PUCCA,t,MIDDLE
463,463,H-463,PUCCA,t,MIDDLE
464,464,H-464,SEMI_PUCCA,t,MIDDLE
465,465,H-465,PUCCA,f,LOW
466,466,H-466,PUCCA,t,MIDDLE
467,467,H-467,KUTCHA,t,MIDDLE
468,468,H-468,PUCCA,t,LOW
469,469,H-469,PUCCA,t,LOW
470,470,H-470,KUTCHA,t,MIDDLE
471,471,H-471,PUCCA,t,HIGH
472,472,H-472,PUCCA,t,HIGH
473,473,H-473,SEMI_PUCCA,t,MIDDLE
474,474,H-474,PUCCA,f,MIDDLE
475,475,H-475,PUCCA,f,MIDDLE
476,476,H-476,PUCCA,t,MIDDLE
477,477,H-477,KUTCHA,t,LOW
478,478,H-478,SEMI_PUCCA,t,HIGH
479,479,H-479,PUCCA,t,LOW
480,480,H-480,SEMI_PUCCA,t,MIDDLE
481,481,H-481,SEMI_PUCCA,t,MIDDLE
482,482,H-482,PUCCA,t,MIDDLE
483,483,H-483,PUCCA,t,LOW
484,484,H-484,SEMI_PUCCA,f,HIGH
485,485,H-485,PUCCA,t,HIGH
486,486,H-486,PUCCA,t,MIDDLE
487,487,H-487,SEMI_PUCCA,t,HIGH
488,488,H-488,KUTCHA,t,MIDDLE
489,489,H-489,KUTCHA,t,LOW
490,490,H-490,PUCCA,t,MIDDLE
491,491,H-491,PUCCA,t,LOW
492,492,H-492,PUCCA,t,MIDDLE
493,493,H-493,PUCCA,t,LOW
494,494,H-494,PUCCA,t,MIDDLE
495,495,H-495,SEMI_PUCCA,f,MIDDLE
496,496,H-496,PUCCA,t,MIDDLE
497,497,H-497,KUTCHA,t,MIDDLE
498,498,H-498,PUCCA,t,MIDDLE
499,499,H-499,PUCCA,t,HIGH
500,500,H-500,PUCCA,t,MIDDLE
501,1,H-501,SEMI_PUCCA,f,MIDDLE
502,2,H-502,KUTCHA,t,LOW
503,3,H-503,PUCCA,f,MIDDLE
504,4,H-504,PUCCA,t,LOW
505,5,H-505,PUCCA,t,LOW
506,6,H-506,PUCCA,t,MIDDLE
507,7,H-507,PUCCA,f,LOW
508,8,H-508,KUTCHA,t,LOW
509,9,H-509,PUCCA,t,MIDDLE
510,10,H-510,PUCCA,t,MIDDLE
511,11,H-511,PUCCA,t,MIDDLE
512,12,H-512,KUTCHA,t,MIDDLE
513,13,H-513,KUTCHA,t,MIDDLE
514,14,H-514,SEMI_PUCCA,f,MIDDLE
515,15,H-515,SEMI_PUCCA,t,MIDDLE
516,16,H-516,PUCCA,t,MIDDLE
517,17,H-517,SEMI_PUCCA,f,MIDDLE
518,18,H-518,PUCCA,t,MIDDLE
519,19,H-519,KUTCHA,f,MIDDLE
520,20,H-520,PUCCA,t,MIDDLE
521,21,H-521,PUCCA,t,MIDDLE
522,22,H-522,SEMI_PUCCA,t,LOW
523,23,H-523,PUCCA,t,HIGH
524,24,H-524,KUTCHA,f,MIDDLE
525,25,H-525,SEMI_PUCCA,t,LOW
526,26,H-526,SEMI_PUCCA,t,HIGH
527,27,H-527,PUCCA,t,LOW
528,28,H-528,SEMI_PUCCA,t,MIDDLE
529,29,H-529,PUCCA,t,MIDDLE
530,30,H-530,SEMI_PUCCA,t,MIDDLE
531,31,H-531,KUTCHA,f,MIDDLE
532,32,H-532,PUCCA,t,MIDDLE
533,33,H-533,PUCCA,f,HIGH
534,34,H-534,SEMI_PUCCA,t,MIDDLE
535,35,H-535,SEMI_PUCCA,t,MIDDLE
536,36,H-536,SEMI_PUCCA,f,MIDDLE
537,37,H-537,PUCCA,t,HIGH
538,38,H-538,SEMI_PUCCA,f,MIDDLE
539,39,H-539,PUCCA,t,MIDDLE
540,40,H-540,PUCCA,t,HIGH
541,41,H-541,SEMI_PUCCA,t,MIDDLE
542,42,H-542,PUCCA,t,MIDDLE
543,43,H-543,PUCCA,t,MIDDLE
544,44,H-544,KUTCHA,t,HIGH
545,45,H-545,PUCCA,t,MIDDLE
546,46,H-546,SEMI_PUCCA,t,MIDDLE
547,47,H-547,PUCCA,t,LOW
548,48,H-548,PUCCA,t,HIGH
549,49,H-549,SEMI_PUCCA,t,HIGH
550,50,H-550,PUCCA,t,MIDDLE
551,51,H-551,SEMI_PUCCA,f,LOW
552,52,H-552,SEMI_PUCCA,t,MIDDLE
553,53,H-553,PUCCA,t,MIDDLE
554,54,H-554,KUTCHA,t,HIGH
555,55,H-555,PUCCA,t,LOW
556,56,H-556,PUCCA,t,LOW
557,57,H-557,PUCCA,t,MIDDLE
558,58,H-558,KUTCHA,t,LOW
559,59,H-559,PUCCA,t,LOW
560,60,H-560,PUCCA,f,MIDDLE
561,61,H-561,PUCCA,t,LOW
562,62,H-562,PUCCA,t,MIDDLE
563,63,H-563,SEMI_PUCCA,t,LOW
564,64,H-564,PUCCA,f,LOW
565,65,H-565,PUCCA,t,MIDDLE
566,66,H-566,KUTCHA,f,MIDDLE
567,67,H-567,PUCCA,t,HIGH
568,68,H-568,SEMI_PUCCA,t,LOW
569,69,H-569,KUTCHA,t,MIDDLE
570,70,H-570,PUCCA,t,MIDDLE
571,71,H-571,KUTCHA,t,MIDDLE
572,72,H-572,SEMI_PUCCA,t,LOW
573,73,H-573,PUCCA,t,HIGH
574,74,H-574,PUCCA,t,LOW
575,75,H-575,SEMI_PUCCA,t,MIDDLE
576,76,H-576,PUCCA,f,MIDDLE
577,77,H-577,PUCCA,t,LOW
578,78,H-578,SEMI_PUCCA,f,MIDDLE
579,79,H-579,PUCCA,t,LOW
580,80,H-580,PUCCA,t,HIGH
581,81,H-581,PUCCA,t,MIDDLE
582,82,H-582,PUCCA,f,MIDDLE
583,83,H-583,SEMI_PUCCA,t,MIDDLE
584,84,H-584,PUCCA,f,LOW
585,85,H-585,PUCCA,t,MIDDLE
586,86,H-586,PUCCA,t,LOW
587,87,H-587,KUTCHA,t,MIDDLE
588,88,H-588,KUTCHA,t,MIDDLE
589,89,H-589,SEMI_PUCCA,t,HIGH
